CMS Certification Number (CCN),Provider Name,Phone,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,address,match,lat,lon
187188,"RAINBOW, LLC",2707450033,Yes,Yes,Yes,No,No,Yes,"10730 N 56TH ST STE 210, TEMPLE TERRACE, FL, 33617",False,,
327219,SANTA FE HOME CARE OF NEW MEXICO,5755899000,Yes,Yes,Yes,Yes,No,Yes,"44818 FERN AVE, LANCASTER, CA, 93535",False,,
327220,"EVANGEL HOME CARE SERVICES, INC",5753324808,Yes,Yes,Yes,Yes,Yes,Yes,"10050 ROOSEVELT BLVD 1ST FLOOR, PHILADELPHIA, PA, 19116",False,,
683182,PINELLAS 1 HOME HEALTH CARE CORP,7275322111,Yes,Yes,Yes,Yes,Yes,Yes,"26261 MAIN STREET, COOLVILLE, OH, 45723",True,39.221222,-81.79836
683176,"CROWN HOME HEALTH CARE, INC",3525612376,Yes,Yes,Yes,Yes,Yes,Yes,"1324 NW JOHNS JONES, BURLESON, TX, 76028",False,,
683181,HEALTHY SERVICES OF TAMPA INC,8139329922,Yes,Yes,Yes,Yes,Yes,Yes,"3447 W SHAW AVE, FRESNO, CA, 93711",True,36.80826,-119.85477
227605,BRIGHAM HOME CARE SERVICES INC,5085771058,Yes,Yes,Yes,Yes,Yes,Yes,"14429 VENTURA BLVD, SHERMAN OAKS, CA, 91423",True,34.150604,-118.44677
67530,RESTORE HOME HEALTH LLC,7203766819,Yes,Yes,Yes,Yes,Yes,Yes,"3361 45TH ST S  SUITE 100, FARGO, ND, 58104",True,46.8129,-96.8328
59645,"GUARDIAN ANGEL HOME CARE, INC",7607733524,Yes,Yes,Yes,Yes,Yes,Yes,"11479 S PINE DRIVE SUITE 1, PARKER, CO, 80134",True,39.50908,-104.75944
683179,GENOMA HOME HEALTH CARE AGENCY INC,5614105622,Yes,Yes,Yes,Yes,Yes,Yes,"447 3RD AVE N STE 205, SAINT PETERSBURG, FL, 33701",True,27.776943,-82.63712
59639,"UNIQUE CARE LOS ANGELES HOME HEALTH CARE, INC",8188719518,Yes,Yes,Yes,Yes,Yes,Yes,"1634 EAST CENTRAL, WICHITA, KS, 67214",True,37.693554,-97.31835
59618,"GEMS HOMEHEALTH CARE SERVICES, INC.",8189379424,Yes,Yes,Yes,Yes,Yes,Yes,"550 PINETOWN ROAD, FORT WASHINGTON, PA, 19034",True,40.140182,-75.19413
59636,LA BEST HOME HEALTH INC.,8182427200,Yes,Yes,Yes,Yes,Yes,Yes,"4175 S RILEY STREET, LAS VEGAS, NV, 89147",True,36.11357,-115.28357
59641,CAMARILLO HHCA INC,8183452200,Yes,Yes,Yes,Yes,Yes,Yes,"5300 PATTERSON AVE SE, GRAND RAPIDS, MI, 49512",True,42.867928,-85.546364
59642,"LUXE HOMECARE, INC",3104545500,Yes,Yes,Yes,Yes,Yes,Yes,"2255 WATT AVENUE, SACRAMENTO, CA, 95825",True,38.604618,-121.38296
59640,"ETERNITY HOME HEALTH, INC",6263378699,Yes,Yes,Yes,Yes,Yes,Yes,"1 FLEET LANDING BLVD, ATLANTIC BEACH, FL, 32233",True,30.350851,-81.40911
227608,INTEGRITY HOME CARE SOLUTIONS LLC,9784550305,Yes,Yes,Yes,Yes,Yes,Yes,"4811 CHIPPENDALE DRIVE, SACRAMENTO, CA, 95841",True,38.662804,-121.35257
227609,NAMASTE HOME CARE LLC,9782580343,Yes,Yes,Yes,Yes,Yes,Yes,"3501 W VINE ST STE 291, KISSIMMEE, FL, 34741",False,,
297211,"NEW HORIZON HOME CARE, LLC",7753402351,Yes,Yes,Yes,Yes,No,Yes,"4700 INDIAN CREEK PARKWAY, OVERLAND PARK, KS, 66207",True,38.93629,-94.63981
59648,DARANCARE HEALTH CORPORATION,8055530870,Yes,Yes,Yes,Yes,Yes,Yes,"1933 E EDGEWOOD DR STE 102, LAKELAND, FL, 33803",True,28.011318,-81.927055
77266,HOME HEALTH SPECIALTY SERVICES INC,2032888200,Yes,Yes,Yes,Yes,Yes,Yes,"500 E CALAVERAS BOULEVARD, MILPITAS, CA, 95035",True,37.43249,-121.89798
337454,EVERCARE AT HOME,8554856697,Yes,Yes,Yes,Yes,Yes,Yes,"13416 NORTH 32ND STREET, PHOENIX, AZ, 85032",True,33.60877,-112.013245
747945,PAZ HOME HEALTH,9566270937,Yes,Yes,Yes,Yes,Yes,Yes,"8160 SOUTH HIGHLAND DRIVE, SANDY, UT, 84093",True,40.60216,-111.83296
747946,UMBRELLA HEALTH CARE LLC,9569614355,Yes,Yes,Yes,Yes,Yes,No,"6161 BUSCH BLVD SUITE 114, COLUMBUS, OH, 43229",True,40.092323,-82.99324
747947,LOVING GRACE HEALTH CARE INC,5126739362,Yes,Yes,Yes,No,No,Yes,"55 MIDDLESEX STREET, NORTH CHELMSFORD, MA, 1863",False,,
683166,PROHEALTH HOME HEALTH SERVICES INC,7272026820,Yes,Yes,Yes,Yes,Yes,Yes,"6100 LAKE ELLENOR DR STE 258, ORLANDO, FL, 32809",True,28.471292,-81.40347
59646,"OLIVE HOME HEALTH CENTER, INC",3237517000,Yes,Yes,Yes,Yes,Yes,Yes,"5465 MARK DABLING BLVD, COLORADO SPRINGS, CO, 80918",True,38.907417,-104.82378
59647,"OMEGA HOME HEALTH CARE SERVICES, INC",3105301100,Yes,Yes,Yes,Yes,Yes,Yes,"4130 HUNT PLACE, WASHINGTON, DC, 20019",True,38.900528,-76.943954
227610,ACCESS HOMECARE SERVICES,7813255501,Yes,Yes,Yes,Yes,Yes,Yes,"1924 ARLINGTON BLVD SUITE 100, CHARLOTTESVILLE, VA, 22903",True,38.04805,-78.50411
398234,CITADEL HOME CARE LLC,2152336231,Yes,Yes,Yes,Yes,No,Yes,"2314 MAIN STREET, TEWKSBURY, MA, 1876",True,42.580143,-71.194016
683175,ADMIRALTY HOME HEALTH CARE,5612271549,Yes,Yes,Yes,Yes,Yes,Yes,"5330 EAST MAIN STREET SUITE 109, WHITEHALL, OH, 43213",True,39.954845,-82.855804
67532,ALL FOR KIDS HOME HEALTH,7204568054,Yes,Yes,Yes,Yes,No,Yes,"138 E 4TH ST STE 3, LOVELAND, CO, 80537",False,,
227611,ENCOMPASS HEALTH HOME HEALTH,4136102324,Yes,Yes,Yes,Yes,Yes,Yes,"89 MAIN STREET, MILFORD, MA, 1757",False,,
59649,ALWAYS BEST CARE SENIOR SERVICES,6197571114,Yes,Yes,Yes,Yes,Yes,Yes,"14000 VAN NESS AVENUE, GARDENA, CA, 90249",True,33.904606,-118.317795
227613,ROYAL COMFORT HOME CARE INC,9786886917,Yes,Yes,Yes,Yes,Yes,Yes,"519 D STREET, MARYSVILLE, CA, 95901",True,39.140602,-121.589035
227612,GUARDIAN HEALTH NETWORK,7816545544,Yes,Yes,Yes,Yes,Yes,Yes,"15475 SENECA ROAD SUITE C, VICTORVILLE, CA, 92392",True,34.514248,-117.32684
257145,UMMC GRENADA HOME HEALTH AGENCY,6622277003,Yes,Yes,Yes,Yes,Yes,Yes,"1723 PUCKER STREET ROAD, NILES, MI, 49120",True,41.850437,-86.26111
59644,"ATHOME HEALTHCARE TEAM, LLC",7072554401,Yes,Yes,Yes,Yes,Yes,Yes,"860 WEST PRICE RD SUITE B, BROWNSVILLE, TX, 78520",True,25.937311,-97.50862
227614,HOME CARE VNA LLC,9783598426,Yes,Yes,Yes,Yes,Yes,Yes,"445 UNION BLVD STE 223, LAKEWOOD, CO, 80228",True,39.723385,-105.13209
467349,GOLDEN HOME HEALTH,8019968690,Yes,Yes,No,No,No,No,"2040 NE COACHMAN RD STE C, CLEARWATER, FL, 33765",False,,
387162,"HEALTHY LIVING AT HOME - PORTLAND, LLC",8887434979,Yes,Yes,Yes,Yes,Yes,Yes,"7307 N ALPINE ROAD SUITE A2, LOVES PARK, IL, 61111",False,,
507125,ENVISION HOME HEALTH,2064520058,Yes,Yes,Yes,Yes,Yes,Yes,"3540 S POPLAR ST STE 202, DENVER, CO, 80237",True,39.652122,-104.904625
167428,CARE AT HOME IOWA,3193301755,Yes,Yes,Yes,Yes,No,Yes,"101 CENTURY 21 DR STE 210 - A, JACKSONVILLE, FL, 32216",False,,
398238,"MAXIM HEALTHCARE SERVICES, INC",6106170366,Yes,No,No,No,No,Yes,"7384 NORTH LA CHOLLA BOULEVARD, TUCSON, AZ, 85741",True,32.340965,-111.012726
59650,"HOME HEALTH CONNECT, INC",8054195313,Yes,Yes,Yes,Yes,Yes,Yes,"7665 N PORT WASHINGTON RD, GLENDALE, WI, 53217",True,43.156334,-87.91233
369114,TOLEDO HOME HEALTHCARE LLC,4192140200,Yes,No,No,No,No,Yes,"1014 BELLEFONTE ROAD, FLATWOODS, KY, 41139",True,38.514126,-82.72033
369115,TWINS WITH CARE HOME HEALTH LLC,6146263311,Yes,Yes,Yes,Yes,No,Yes,"406 WEST ELM STREET, COLEMAN, TX, 76834",True,31.828157,-99.42639
239304,GREAT LAKES HOME HEALTHCARE SPECIALISTS,2314215036,Yes,Yes,Yes,Yes,Yes,Yes,"7031 NW 140TH ST, CHIEFLAND, FL, 32626",True,29.53303,-82.89059
37445,"PREMIER HOME HEALTH AGENCY, LLC",9283771004,Yes,Yes,Yes,Yes,Yes,No,"2112 EASTMAN AVENUE, VENTURA, CA, 93003",True,34.25341,-119.229935
37446,SANTA RITA HOME HEALTH,5202304532,Yes,Yes,Yes,Yes,Yes,Yes,"9415 EAST HARRY, WICHITA, KS, 67207",True,37.664646,-97.227974
248144,AVERA AT HOME MARSHALL,5075377070,Yes,Yes,Yes,Yes,Yes,Yes,"4234 N FREEWAY BLVD, SACRAMENTO, CA, 95834",True,38.64239,-121.478584
369110,FIRSTCLASS HOME HEALTH CARE LLC,4197208605,Yes,Yes,Yes,Yes,Yes,Yes,"210 TAYLOR ST STE 122, PUNTA GORDA, FL, 33950",True,26.93503,-82.05095
369111,MUSKINGUM COMMUNITY HOME HEALTH INC,7408688234,Yes,Yes,Yes,Yes,Yes,Yes,"11183 CIRLCE DRIVE SUITE B, AUSTIN, TX, 78736",False,,
369113,"FAMILY CHOICE HOME HEALTHCARE SERVICES, LLC",6144064460,Yes,No,No,No,No,Yes,"3255 W MARCH LANE, STOCKTON, CA, 95219",True,37.983875,-121.35392
527320,INTERIM HLTHCARE OF WISCONSIN,6082380268,Yes,Yes,Yes,Yes,Yes,Yes,"1330 CITIZENS BLVD 403, LEESBURG, FL, 34748",True,28.822145,-81.884926
683183,ALL HEART HOME HEALTH CARE INC,2392044941,Yes,Yes,Yes,Yes,Yes,Yes,"2725 AIRVIEW BLVD, PORTAGE, MI, 49002",True,42.241837,-85.55768
67534,ALEXANDER HOME HEALTHCARE LLC,9706822632,Yes,Yes,Yes,No,No,Yes,"4151 CAMINO COYOTE, LAS CRUCES, NM, 88011",False,,
747948,VIKA MEDICAL SERVICES LLC,2147726313,Yes,Yes,Yes,Yes,Yes,Yes,"2525 OAKSTONE DRIVE SUITE A, COLUMBUS, OH, 43231",True,40.097828,-82.948456
497715,AT HOME PERSONAL CARE SERVICES LLC,7033302323,Yes,Yes,Yes,Yes,No,Yes,"2759 MARTIN LUTHER KING JR AVENUE SE SUITE 105, WASHINGTON, DC, 20032",False,,
369109,RIGHT CARE HOME HEALTHCARE,6143232072,Yes,Yes,Yes,Yes,Yes,Yes,"203 SOUTH STATE STREET, BIG RAPIDS, MI, 49307",True,43.696873,-85.48391
683186,EXCEPTIONAL HEALTH CARE INC,8132794588,Yes,Yes,Yes,Yes,Yes,Yes,"3305 W SPRING MOUNTAIN ROAD, LAS VEGAS, NV, 89102",True,36.126278,-115.18339
369108,HOME HEALTHCARE DYNAMICS LLC,4197240167,Yes,Yes,Yes,Yes,No,Yes,"1125 NORTH WESTFIELD STREET, OSHKOSH, WI, 54902",True,44.031303,-88.57427
507124,CHI FRANCISCAN HEALTH AT HOME,2535437026,Yes,Yes,Yes,Yes,No,Yes,"525 WEST CHESTER PIKE, HAVERTOWN, PA, 19083",True,39.970703,-75.30552
59651,"CALIFORNIA CARE HOME HEALTH AGENCY, INC",6619170678,Yes,Yes,Yes,Yes,Yes,Yes,"2416 LAKEWOOD DR, PAPILLION, NE, 68046",True,41.12675,-96.05778
59655,"NATIONWIDE HOME HEALTH CARE, INC",8186570353,Yes,Yes,Yes,Yes,Yes,Yes,"1520 E SAN PEDRO SUITE 201 A, LAREDO, TX, 78041",False,,
59652,"MERCURY HOME HEALTH SERVICES, INC",7472418593,Yes,Yes,Yes,Yes,Yes,Yes,"1451 RIVER PARK DRIVE, SACRAMENTO, CA, 95815",True,38.59765,-121.439735
747949,REGALCARE HOME HEALTH SERVICES INC,9562874265,Yes,Yes,Yes,Yes,No,Yes,"609 S COIT STREET, FLORENCE, SC, 29501",False,,
747950,FAMILY HOME HEALTH CARE,2546941447,Yes,Yes,Yes,Yes,Yes,Yes,"1685 MCNUTT ROAD SUITE #2, SUNLAND PARK, NM, 88063",True,31.796669,-106.569534
747951,LE CELESTE HOMECARE INC,2142279444,Yes,Yes,Yes,Yes,Yes,Yes,"2620 S PARKER RD STE 268, AURORA, CO, 80014",True,39.668602,-104.86326
747952,TEXAS RESIDENTIAL HEALTHCARE SERVICES,8322263880,Yes,Yes,Yes,Yes,Yes,Yes,"8115 EAST INDIAN BEND ROAD, SCOTTSDALE, AZ, 85250",True,33.538467,-111.90605
747953,DIVINAS MANOS HOME HEALTH LLC,9567288322,Yes,Yes,Yes,Yes,Yes,No,"4707 140TH AVE N STE 106A, CLEARWATER, FL, 33762",True,27.899174,-82.698235
747954,ELDER HOME HEALTHCARE,5129002488,Yes,Yes,Yes,Yes,Yes,No,"2620 S PARKER RD STE 375, AURORA, CO, 80014",True,39.668602,-104.86326
267656,ENVISION HOME HEALTH,6367576541,Yes,Yes,Yes,Yes,Yes,No,"6044 GATEWAY EAST BLVD SUITE 432, EL PASO, TX, 79905",True,31.781172,-106.41395
398240,DARLING'S HOME CARE,8142309233,Yes,Yes,Yes,Yes,Yes,No,"2413 JACKSON AVENUE, POINT PLEASANT, WV, 25550",True,38.867474,-82.12608
398239,AVEANNA HEALTHCARE,5706014790,Yes,No,No,No,No,Yes,"1 KIDDIE DRIVE #225, AVON, MA, 2322",True,42.12988,-71.05617
59656,GRACE COMMUNITY HOME HEALTH INC.,6507840082,Yes,Yes,Yes,Yes,Yes,Yes,"109 W LEE STREET #15, LAMAR, CO, 81052",True,38.075268,-102.618416
398237,"RAPHA HOME HEALTHCARE, INC",2153320100,Yes,No,No,No,No,Yes,"1936 W DR MLK JR BLVD STE 102, TAMPA, FL, 33607",False,,
67535,PASCO/SW,9702401771,Yes,Yes,Yes,Yes,Yes,Yes,"333 PERRY ST SUITE 250, CASTLE ROCK, CO, 80104",False,,
59657,FAMILY HERITAGE HOME HEALTH,9099206885,Yes,Yes,Yes,Yes,Yes,Yes,"2411 W SAND LAKE RD STE G, ORLANDO, FL, 32809",True,28.450584,-81.41274
683190,"INFINITY HOME HEALTH CARE OF FLORIDA, INC",3863136971,Yes,Yes,Yes,Yes,Yes,Yes,"139 40TH STREET NE, CEDAR RAPIDS, IA, 52402",True,42.019444,-91.63476
369118,ALMIS HOME HEALTHCARE LLC,6146016131,Yes,Yes,No,No,Yes,Yes,"3900 LAKE CENTER DR STE A4, MOUNT DORA, FL, 32757",True,28.811924,-81.68375
369119,SUMMIT ORTHOPAEDIC HOME CARE,5138983375,Yes,Yes,No,No,No,No,"5568 GENERAL WASHINGTON DRIVE  SUITE A203, ALEXANDRIA, VA, 22312",True,38.79927,-77.16322
148370,AMERICAN FAMILY HOME HEALTH SERVICES LLC,8475896976,Yes,Yes,Yes,Yes,Yes,Yes,"518 8TH STREET, SIOUX CITY, IA, 51101",True,42.498497,-96.4048
683191,"NAPLES HOME HEALTH CARE, INC",2394650224,Yes,Yes,Yes,Yes,Yes,Yes,"2502 W DIANA ST, TAMPA, FL, 33614",True,28.00664,-82.484764
227616,QUALITY HOME CARE SERVICES,9783287141,Yes,Yes,Yes,Yes,Yes,Yes,"1539 HANCOCK STREET, QUINCY, MA, 2169",True,42.247498,-71.00118
227615,PINNACLE HOME HEALTHCARE SERVICES,7752471221,Yes,Yes,Yes,Yes,Yes,Yes,"5001 EAST COMMERCE DRIVE, BAKERSFIELD, CA, 93309",True,35.367916,-119.057816
59653,"HUMAN TOUCH HOME HEALTH CARE AGENCY, INC",6617264200,Yes,Yes,Yes,Yes,Yes,Yes,"2800 N MACDILL AVE STE U, TAMPA, FL, 33607",False,,
227617,OPTIMAL HOME CARE LLC,6174709797,Yes,Yes,Yes,Yes,Yes,Yes,"10 CENTER STREET SUITE 302, CHICOPEE, MA, 1013",False,,
59658,"CAREMORE HOME HEALTH SERVICES, INC.",5627879995,Yes,Yes,Yes,Yes,Yes,Yes,"5958 VINELAND AVE, N HOLLYWOOD, CA, 91601",True,34.1789,-118.37029
59659,"EXPRESS SERVICES HEALTHCARE, INC,",8189909003,Yes,Yes,Yes,Yes,Yes,Yes,"221 MARKET STREET, PORTSMOUTH, OH, 45662",True,38.731873,-83.00292
67536,HAAKSMA SPEECH PATHOLOGY INC,3039196799,Yes,Yes,Yes,Yes,No,No,"870 FAIRVIEW AVENUE, BOWLING GREEN, KY, 42101",True,36.990753,-86.43004
369117,GENERATIONS HOME HEALTH CARE SOLUTIONS LLC,7404151986,Yes,Yes,Yes,Yes,Yes,Yes,"12701 N. IH 35, JARRELL, TX, 76537",False,,
248145,ABC HOME HEALTH CARE PLUS LLC,6123269377,Yes,Yes,No,No,No,No,"11860 MAGNOLIA AVENUE, RIVERSIDE, CA, 92503",True,33.895454,-117.49036
369120,HOLISTIC LIFE HOME HEALTH CARE LLC,6143171830,Yes,Yes,Yes,Yes,Yes,Yes,"845 PARK ROAD SUITE 302, WYOMISSING, PA, 19610",True,40.347095,-75.95875
59662,HEALING TOUCH OF CALIFORNIA HOME HEALTH AGENCY INC,4088483900,Yes,Yes,Yes,Yes,Yes,Yes,"1860 CHARTER LANE SUITE 104, LANCASTER, PA, 17601",True,40.052574,-76.25081
59661,KAMELYA HOME HEALTH INCORPORATED,6193038341,Yes,Yes,Yes,Yes,Yes,Yes,"2851 S PARKER RD STE 1076, AURORA, CO, 80014",True,39.664944,-104.859695
97071,"MBI HEALTH SERVICES, LLC",2023884300,Yes,Yes,Yes,Yes,Yes,Yes,"8810 COMMODITY CIR STE 31, ORLANDO, FL, 32819",False,,
369122,SIBLING'S HOME HEALTH CARE SERVICES LLC,6146263108,Yes,Yes,Yes,Yes,Yes,Yes,"1175 MAIN STREET, CLINTON, MA, 1510",False,,
369121,INNOVATIVE HOME HEALTH PRACTICE LLC,6149148330,Yes,Yes,Yes,Yes,Yes,Yes,"1401 EAST LANSING DR, EAST LANSING, MI, 48823",True,42.747772,-84.45215
683192,GENCARE RESOURCES HOME HEALTH CARE,4074402877,Yes,Yes,Yes,Yes,Yes,Yes,"3621 CLEVELAND AVENUE, COLUMBUS, OH, 43224",True,40.042187,-82.96045
239305,ALL NEEDS SENIOR SERVICES,2696879556,Yes,Yes,Yes,Yes,Yes,Yes,"5100 N SIXTH STREET, FRESNO, CA, 93710",True,36.810455,-119.76323
683187,ASPIRE HOME CARE,7277995300,Yes,Yes,Yes,Yes,Yes,Yes,"1991 VILLAGE PARK WAY, ENCINITAS, CA, 92024",True,33.053383,-117.24578
683188,PREFERRED TOUCH HOME CARE,8139251000,Yes,No,No,No,No,Yes,"100 WYATT DR, LAS CRUCES, NM, 88005",True,32.298973,-106.77903
683193,FLEET LANDING HOME CARE,9042469900,Yes,Yes,Yes,Yes,Yes,Yes,"101 EAST W T HARRIS BLVD, CHARLOTTE, NC, 28262",True,35.30568,-80.74946
683194,ETHIC HEALTH SERVICES LLC,4075305915,Yes,Yes,Yes,Yes,Yes,Yes,"127 HOSPITAL DRIVE, VALLEJO, CA, 94589",True,38.13097,-122.24028
398241,REVOLUTIONARY HOME HEALTH INC,2156003360,Yes,Yes,Yes,Yes,Yes,Yes,"100 DEBARTOLO PLACE SUITE 310, YOUNGSTOWN, OH, 44512",True,41.01394,-80.658554
239306,MAXIM HEALTHCARE SERVICES,6162855100,Yes,No,No,No,No,Yes,"681 MAIN STREET SUITE 2-16, WALTHAM, MA, 2451",True,42.37618,-71.23883
527321,EVERGREEN AT HOME-HOME HEALTH,8446547600,Yes,Yes,Yes,Yes,Yes,Yes,"18107 SHERMAN WAY, RESEDA, CA, 91335",False,,
287148,"FLEXCARE SOLUTIONS, LLC",4029913117,Yes,Yes,Yes,Yes,No,Yes,"742 WAYCROSS ROAD, CINCINNATI, OH, 45240",True,39.281292,-84.501976
369112,PENNELL HEALTHCARE LLC,6148992500,Yes,Yes,Yes,Yes,Yes,Yes,"301 GEORGIA ST, VALLEJO, CA, 94590",True,38.10113,-122.25817
239308,"GREAT LAKES CARING, A PART OF ELARA CARING NETWORK",2316298665,Yes,Yes,Yes,Yes,Yes,Yes,"599 CANAL STREET SUITE 3E, LAWRENCE, MA, 1840",True,42.70349,-71.16609
59665,AMERICAN RIVER HOME CARE,9165158652,Yes,Yes,Yes,Yes,Yes,Yes,"881 ALMA REAL DRIVE, PACIFIC PALISADES, CA, 90272",True,34.04492,-118.52506
67537,GOLDLEAF HOMEHEALTH LLC,7204860480,Yes,Yes,Yes,Yes,Yes,Yes,"30 EASTBROOK RD UNIT 403, DEDHAM, MA, 2026",True,42.25455,-71.16586
37447,NORTHWEST HEALTHCARE HOME HEALTH,5204419914,Yes,Yes,Yes,Yes,Yes,Yes,"208 SUNSET DRIVE SUITE 503, JOHNSON CITY, TN, 37604",True,36.34176,-82.37811
747955,CHOICE AUSTIN HOMECARE,8774184301,Yes,Yes,Yes,Yes,Yes,No,"1240 EAST 100 SOUTH, ST GEORGE, UT, 84790",False,,
239307,PINNACLE SENIOR CARE,2697434650,Yes,Yes,Yes,Yes,Yes,Yes,"14 PAGE TERRACE, STOUGHTON, MA, 2072",True,42.1518,-71.07495
747956,COLEMAN HOME HEALTH AND HOSPICE INC,3256253222,Yes,Yes,Yes,Yes,Yes,Yes,"1101 EAST BROADWAY SUITE 105, GLENDALE, CA, 91205",True,34.14626,-118.24175
178105,"PROVIDENCE HOME HEALTH AND HOSPICE, LLC",3165585956,Yes,Yes,Yes,Yes,Yes,Yes,"6019 FINCHAM DRIVE, ROCKFORD, IL, 61108",False,,
398233,EKIDZCARE,7174053482,Yes,No,No,No,No,Yes,"10 TOWER OFFICE PARK, WOBURN, MA, 1801",True,42.497562,-71.1248
239309,WELLSBROOKE CERTIFIED HOME HEALTH CARE,5175075117,Yes,Yes,Yes,Yes,Yes,Yes,"8910 N DALE MABRY HWY STE 27, TAMPA, FL, 33614",True,28.03195,-82.50492
59663,STAR HOME HEALTH,8188216854,Yes,Yes,Yes,Yes,Yes,Yes,"1 CANAL STREET, LAWRENCE, MA, 1840",True,42.707214,-71.14883
747957,MARANATHA CARE HOME HEALTH LLC.,5127465147,Yes,Yes,No,No,No,No,"715 TWINING ROAD SUITE 203, DRESHER, PA, 19025",True,40.12811,-75.167496
747958,ALIGN HOME HEALTH LLC,9153074311,Yes,Yes,Yes,Yes,Yes,Yes,"1580 OAKLAND ROAD, SAN JOSE, CA, 95131",False,,
67538,GREATER DENVER HOME HEALTH CARE INC,7205351504,Yes,Yes,Yes,Yes,Yes,Yes,"200 W FORSYTH ST STE 1130, JACKSONVILLE, FL, 32202",False,,
67539,ALTERNATIVE CHOICE HOME CARE NURSING LLC,7207480890,Yes,Yes,Yes,Yes,Yes,Yes,"1250 LAMOILLE HWY #309, ELKO, NV, 89801",True,40.829933,-115.74542
497719,PROSPECT HOMECARE AGENCY,2024135928,Yes,Yes,Yes,Yes,Yes,Yes,"7000 W PALMETTO PK RD STE 210, BOCA RATON, FL, 33433",True,26.350319,-80.1543
227618,LUMEN CHRISTI HEALTH CARE INC,4048442004,Yes,No,No,No,No,Yes,"74130 COUNTRY CLUB DRIVE, PALM DESERT, CA, 92260",True,33.757957,-116.382324
67540,COLORADO PLAINS HOME HEALTH LLC,7193361316,Yes,Yes,No,No,Yes,Yes,"14 WESTBURY PARK WAY, BLUFFTON, SC, 29910",True,32.273804,-80.87313
683195,AG HOME HEALTH SERVICES LLC,3212991677,Yes,Yes,Yes,Yes,Yes,Yes,"15859 EDNA PLACE, IRWINDALE, CA, 91706",True,34.092606,-117.93525
747959,RGV ANGELS OF CARE HOME HEALTH,9565852466,Yes,Yes,Yes,Yes,No,No,"4510 PERALTA BOULEVARD, FREMONT, CA, 94536",True,37.551968,-122.01073
227620,AGAPE HEALTHCARE SYSTEMS INC,9785492008,Yes,Yes,Yes,Yes,Yes,Yes,"4090 CLEVELAND AVENUE, GROVES, TX, 77619",True,29.951227,-93.91557
437086,GOOD SAMARITAN SOC-HOME HEALTH OF THE BLACK HILLS,6053420529,Yes,Yes,Yes,Yes,No,Yes,"40 WILLOW DRIVE, NEW ROCHELLE, NY, 10805",True,40.898487,-73.779915
467351,"SUN TREE HOME HEALTH, LLC",4357671171,Yes,Yes,Yes,Yes,Yes,Yes,"1565 MAIN STREET, TEWKSBURY, MA, 1876",False,,
148371,2 SISTERS HOME HEALTHCARE INC,7795373093,Yes,Yes,Yes,Yes,Yes,Yes,"12250 MENTA ST, ORLANDO, FL, 32837",True,28.386051,-81.42236
369124,QUALITY CARE LLC,5137712760,Yes,Yes,Yes,Yes,Yes,Yes,"919 1/2 EAST BROADWAY, GLENDALE, CA, 91205",True,34.146286,-118.24416
227623,LOVE AND MERCY HOME HEALTHCARE LLC,7813266200,Yes,Yes,Yes,Yes,Yes,Yes,"5400 NW 23RD STREET, OKLAHOMA CITY, OK, 73127",True,35.49328,-97.61178
59671,"EMMANUEL HEALTHCARE, INC",5108944139,Yes,Yes,No,Yes,Yes,Yes,"27001 AGOURA RD, CALABASAS, CA, 91301",False,,
687003,AMERICAN PRIDE HOME CARE SERVICES CORP,4073504991,Yes,Yes,Yes,Yes,Yes,Yes,"1104 JACKSON BLVD SUITE B, RAPID CITY, SD, 57702",False,,
398244,BACI HOME HEALTH CARE LLC,2153675611,Yes,Yes,Yes,No,Yes,Yes,"6202 N 9TH AVE STE 4, PENSACOLA, FL, 32504",True,30.486437,-87.199295
683197,ASSIST NURSING AGENCY LLC,5618398400,Yes,Yes,Yes,Yes,Yes,Yes,"12301 WEST BELL ROAD, SURPRISE, AZ, 85378",False,,
59666,CUSTOMCARE HOME HEALTH SERVICES INC,9167141155,Yes,Yes,No,No,Yes,No,"535 N BRAND BLVD  STE, GLENDALE, CA, 91203",True,34.15358,-118.25511
369126,KAYLAND HEALTH SERVICES,6145677021,Yes,Yes,Yes,Yes,Yes,Yes,"2115 STEPHAN'S PLACE SUITE 1400, NEW BRAUNFELS, TX, 78130",True,29.718948,-98.07444
747960,CARE GUARDIAN HEALTH SERVICES INC,9567255539,Yes,Yes,Yes,Yes,No,Yes,"2901 W BUSCH BLVD UNIT 407, TAMPA, FL, 33618",True,28.036127,-82.49633
377783,OKLAHOMA HEALTHCARE SOLUTIONS XII,9182538522,Yes,Yes,Yes,Yes,Yes,Yes,"41865 BOARDWALK, PALM DESERT, CA, 92211",True,33.745567,-116.35504
157679,MAXIM HEALTHCARE SERVICES INC,2197365544,Yes,No,No,No,No,Yes,"848 E EXPRESSWAY 83 SUITE 2, LA JOYA, TX, 78560",True,26.24461,-98.45332
407048,CMS HOME CARE METRO LLC,7877620889,Yes,Yes,Yes,Yes,Yes,Yes,"1700 VETERANS BLVD, METAIRIE, LA, 70005",False,,
407049,CMS HOME CARE OESTE LLC,7878332899,Yes,Yes,Yes,Yes,Yes,Yes,"4621 LAKE WORTH RD, GREENACRES, FL, 33463",False,,
